iata,name,city,city_norm,country,continent,type,lat,lon
JZH,Jiuzhai Huanglong Airport,Ngawa (Songpan),ngawa (songpan),CN,AS,medium_airport,32.853333,103.682222
VPE,Ngjiva Pereira Airport,Ngiva,ngiva,AO,AF,medium_airport,-17.0435009003,15.683799743700002
CXR,Cam Ranh International Airport / Cam Ranh Air Base,Nha Trang/nha Trang aiurportCam Ranh,nha trang/nha trang aiurportcam ranh,VN,AS,large_airport,11.9982,109.219002
GOV,Gove Airport,Nhulunbuy,nhulunbuy,AU,OC,medium_airport,-12.269399642899998,136.817993164
IAG,Niagara Falls International Airport,Niagara Falls,niagara falls,US,NA,medium_airport,43.1073,-78.946198
YCM,Niagara District Airport,Niagara-on-the-Lake,niagara-on-the-lake,CA,NA,medium_airport,43.191598,-79.171686
NIM,Diori Hamani International Airport,Niamey,niamey,NE,AF,large_airport,13.4815,2.18361
NCE,Nice-Côte d'Azur Airport,"Nice, Alpes-Maritimes","nice, alpes-maritimes",FR,EU,large_airport,43.658401,7.21587
NOB,Nosara Airport,Nicoya,nicoya,CR,NA,medium_airport,9.976490020750001,-85.65299987790002
KIJ,Niigata Airport,Niigata,niigata,JP,AS,large_airport,37.954166,139.112189
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,nikolayevsk-na-amure airport,RU,AS,medium_airport,53.154999,140.649994
FNI,Nîmes-Arles-Camargue Airport,Nîmes/Garons,nimes/garons,FR,EU,medium_airport,43.757401,4.41635
NGB,Ningbo Lishe International Airport,Ningbo,ningbo,CN,AS,large_airport,29.82670021057129,121.46199798583984
NLH,Ninglang Luguhu Airport,Ninglang,ninglang,CN,AS,medium_airport,27.5403,100.7593
INI,Niš Constantine the Great Airport,Niš,nis,RS,EU,large_airport,43.336538,21.856242
NBC,Begishevo Airport,Nizhnekamsk,nizhnekamsk,RU,AS,medium_airport,55.564701,52.092499
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,nizhnevartovsk,RU,AS,large_airport,60.949299,76.483597
GOJ,Nizhny Novgorod / Strigino International Airport,Nizhny Novgorod,nizhny novgorod,RU,AS,large_airport,56.227351,43.785152
OME,Nome Airport,Nome,nome,US,NA,medium_airport,64.51219940185547,-165.44500732421875
NMF,Maafaru International Airport,Noonu Atoll,noonu atoll,MV,AS,large_airport,5.817407,73.468404
ORF,Norfolk International Airport,Norfolk,norfolk,US,NA,large_airport,36.895341,-76.201
NSK,Alykel International Airport,Norilsk,norilsk,RU,AS,large_airport,69.307951,87.325906
YVQ,Norman Wells Airport,Norman Wells,norman wells,CA,NA,medium_airport,65.28160095214844,-126.7979965209961
NTN,Normanton Airport,Normanton,normanton,AU,OC,medium_airport,-17.68409,141.069664
NRK,Norrköping Airport,Norrköping,norrkoping,SE,EU,medium_airport,58.586299896240234,16.250600814819336
YYB,North Bay Jack Garland Airport,North Bay,north bay,CA,NA,medium_airport,46.363602,-79.422798
OTH,Southwest Oregon Regional Airport,North Bend,north bend,US,NA,medium_airport,43.41709899902344,-124.24600219726562
NCA,North Caicos Airport,North Caicos,north caicos,TC,NA,medium_airport,21.916094,-71.942954
ELH,North Eleuthera Airport,North Eleuthera,north eleuthera,BS,NA,medium_airport,25.475823,-76.680784
LBF,North Platte Regional Airport Lee Bird Field,North Platte,north platte,US,NA,medium_airport,41.12620163,-100.6839981
ORT,Northway Airport,Northway,northway,US,NA,medium_airport,62.9613,-141.929001
NWI,Norwich Airport,"Norwich, Norfolk","norwich, norfolk",GB,EU,medium_airport,52.6758,1.28278
NOS,Nosy Be-Fascene International Airport,Nosy Be,nosy be,MG,AF,medium_airport,-13.3121,48.3148
EMA,East Midlands Airport,"Nottingham, Leicestershire","nottingham, leicestershire",GB,EU,large_airport,52.8311,-1.32806
NDB,Nouadhibou International Airport,Nouadhibou,nouadhibou,MR,AF,large_airport,20.932404,-17.030199
NKC,Nouakchott–Oumtounsy International Airport,Nouakchott,nouakchott,MR,AF,large_airport,18.31,-15.969722
GEA,Nouméa Magenta Airport,Nouméa,noumea,NC,OC,medium_airport,-22.257706,166.472822
NOU,La Tontouta International Airport,Nouméa (La Tontouta),noumea (la tontouta),NC,OC,large_airport,-22.014601,166.212997
NOZ,Spichenkovo Airport,Novokuznetsk,novokuznetsk,RU,AS,medium_airport,53.811401,86.877197
OVB,Novosibirsk Tolmachevo Airport,Novosibirsk,novosibirsk,RU,EU,large_airport,55.019756,82.618675
NUX,Novy Urengoy Airport,Novy Urengoy,novy urengoy,RU,AS,medium_airport,66.06939697265625,76.52030181884766
IEG,Zielona Góra-Babimost Airport,Nowe Kramsko,nowe kramsko,PL,EU,medium_airport,52.1385,15.7986
NSH,Nowshahr Airport,Nowshahr,nowshahr,IR,AS,medium_airport,36.664286,51.46273
NOJ,Noyabrsk Airport,Noyabrsk,noyabrsk,RU,AS,medium_airport,63.18330001831055,75.2699966430664
GER,Rafael Cabrera Airport,Nueva Gerona,nueva gerona,CU,NA,medium_airport,21.834699630737305,-82.78379821777344
NLD,Quetzalcóatl International Airport,Nuevo Laredo,nuevo laredo,MX,NA,medium_airport,27.443899,-99.570503
NUI,Nuiqsut Airport,Nuiqsut,nuiqsut,US,NA,medium_airport,70.209999,-151.005998
NHV,Nuku Hiva Airport,Nuku Hiva,nuku hiva,PF,OC,medium_airport,-8.7956,-140.229004
TBU,Fua'amotu International Airport,Nuku'alofa,nuku'alofa,TO,OC,large_airport,-21.241438,-175.149164
NCU,Nukus International Airport,Nukus,nukus,UZ,AS,large_airport,42.4884,59.623299
NUE,Nuremberg Airport,Nuremberg,nuremberg,DE,EU,large_airport,49.498699,11.078056
GOH,Nuuk International Airport,Nuuk,nuuk,GL,NA,large_airport,64.191066,-51.67914
NYA,Nyagan Airport,Nyagan,nyagan,RU,EU,medium_airport,62.110001,65.614998
UYL,Nyala Airport,Nyala,nyala,SD,AF,medium_airport,12.0535,24.9562
LZY,Nyingchi Mainling Airport,Nyingchi (Mainling),nyingchi (mainling),CN,AS,medium_airport,29.303301,94.335297
KRF,Kramfors-Sollefteå Höga Kusten Airport,Nyland,nyland,SE,EU,medium_airport,63.048599,17.7689
OAX,Xoxocotlán International Airport,Oaxaca,oaxaca,MX,NA,large_airport,16.998773,-96.726092
OBO,Tokachi-Obihiro Airport,Obihiro,obihiro,JP,AS,medium_airport,42.7332992554,143.216995239
OCE,Ocean City Municipal Airport,Ocean City,ocean city,US,NA,medium_airport,38.310398,-75.124001
ODE,Odense Hans Christian Andersen Airport,Odense,odense,DK,EU,large_airport,55.475307,10.327206
OEC,Oecusse Route of the Sandalwood International Airport,Oecussi-Ambeno,oecussi-ambeno,TL,AS,large_airport,-9.198419,124.337873
OGD,Ogden Hinckley Airport,Ogden,ogden,US,NA,medium_airport,41.195899963379,-112.0120010376
OGS,Ogdensburg International Airport,Ogdensburg,ogdensburg,US,NA,medium_airport,44.6819,-75.4655
OGL,Eugene F. Correia International Airport,Ogle,ogle,GY,SA,medium_airport,6.80628,-58.1059
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,ohrid,MK,EU,large_airport,41.18,20.7423
OIT,Oita Airport,Oita,oita,JP,AS,medium_airport,33.479400634799994,131.736999512
KSA,Kosrae International Airport,Okat,okat,FM,OC,large_airport,5.35698,162.957993
OKJ,Okayama Momotaro Airport,Okayama,okayama,JP,AS,large_airport,34.756901,133.854996
OHO,Okhotsk Airport,Okhotsk,okhotsk,RU,AS,medium_airport,59.410065,143.056503
OKI,Oki Global Geopark Airport,Okinoshima,okinoshima,JP,AS,medium_airport,36.178388,133.323566
OKC,OKC Will Rogers World Airport,Oklahoma City,oklahoma city,US,NA,large_airport,35.393388,-97.598248
QRW,Warri Airport,Okpe,okpe,NG,AF,medium_airport,5.59821,5.8187
OKL,Oksibil Airport,Oksibil,oksibil,ID,AS,medium_airport,-4.9071,140.6277
OIR,Okushiri Airport,Okushiri Island,okushiri island,JP,AS,medium_airport,42.0717010498,139.432998657
OLB,Olbia Costa Smeralda Airport,Olbia (SS),olbia (ss),IT,EU,large_airport,40.898953,9.518457
ULG,Ölgii Mongolei International Airport,Ölgii,olgii,MN,AS,medium_airport,48.993301,89.922501
OLM,Olympia Regional Airport,Olympia,olympia,US,NA,medium_airport,46.969399,-122.903
OLZ,Olyokminsk Airport,Olyokminsk,olyokminsk,RU,AS,medium_airport,60.401833,120.476094
OMA,Eppley Airfield,Omaha,omaha,US,NA,large_airport,41.3032,-95.894096
IBR,Ibaraki International Airport,Omitama,omitama,JP,AS,medium_airport,36.181456,140.414434
OMS,Omsk Central Airport,Omsk,omsk,RU,AS,large_airport,54.963124,73.312418
OND,Ondangwa Airport,Ondangwa,ondangwa,NA,AF,medium_airport,-17.878201,15.9526
ONT,Ontario International Airport,Ontario,ontario,US,NA,large_airport,34.056,-117.600998
OST,Ostend-Bruges International Airport,Oostende,oostende,BE,EU,large_airport,51.1998,2.874673
OMR,Oradea International Airport,Oradea,oradea,RO,EU,large_airport,47.025299,21.9025
OMD,Oranjemund Airport,Oranjemund,oranjemund,NA,AF,medium_airport,-28.5847,16.446699
AUA,Queen Beatrix International Airport,Oranjestad,oranjestad,AW,NA,large_airport,12.501056,-70.014281
KYD,Lanyu Airport,Orchid Island,orchid island,TW,AS,medium_airport,22.027000427246094,121.53500366210938
DSN,Ordos Ejin Horo International Airport,Ordos,ordos,CN,AS,large_airport,39.493514,109.8599
OGU,Ordu–Giresun Airport,Ordu,ordu,TR,AS,medium_airport,40.966872,38.085995
ORB,Örebro Airport,Örebro,orebro,SE,EU,medium_airport,59.22370147705078,15.038000106811523
REN,Orenburg Central Airport,Orenburg,orenburg,RU,AS,medium_airport,51.792668,55.457229
BGY,Il Caravaggio International Airport,Orio al Serio (BG),orio al serio (bg),IT,EU,large_airport,45.669362,9.708851
TMT,Trombetas Airport,Oriximiná,oriximina,BR,SA,medium_airport,-1.4896,-56.396801
OLA,Ørland Airport,Ørland,ørland,NO,EU,medium_airport,63.69889831542969,9.604000091552734
MCO,Orlando International Airport,Orlando,orlando,US,NA,large_airport,28.429399490356445,-81.30899810791016
OER,Örnsköldsvik Airport,Örnsköldsvik,ornskoldsvik,SE,EU,medium_airport,63.40829849243164,18.989999771118164
OSW,Orsk Airport,Orsk,orsk,RU,AS,medium_airport,51.072498,58.5956
HOV,"Ørsta-Volda Airport, Hovden",Ørsta,ørsta,NO,EU,medium_airport,62.180000305176,6.0741000175476
ORU,Juan Mendoza International Airport,Oruro,oruro,BO,SA,large_airport,-17.956151,-67.075829
KJB,Kurnool Airport,Orvakal,orvakal,IN,AS,medium_airport,15.716288,78.16923
KIX,Kansai International Airport,Osaka,osaka,JP,AS,large_airport,34.427299,135.244003
ANU,V. C. Bird International Airport,Osbourn,osbourn,AG,NA,large_airport,17.1367,-61.792702
OSS,Osh International Airport,Osh,osh,KG,AS,large_airport,40.609001,72.793297
OSI,Osijek Airport,Osijek(Klisa),osijek(klisa),HR,EU,medium_airport,45.462355,18.811278
OSL,Oslo-Gardermoen International Airport,Oslo,oslo,NO,EU,large_airport,60.193901,11.1004
ZOS,Cañal Bajo Carlos Hott Siebert Airport,Osorno,osorno,CL,SA,medium_airport,-40.611198,-73.060997
OSD,Åre Östersund Airport,Östersund,ostersund,SE,EU,large_airport,63.193546,14.504168
HOI,Hao Airport,Otepa,otepa,PF,OC,medium_airport,-18.0748,-140.945999
YOW,Ottawa Macdonald-Cartier International Airport,Ottawa,ottawa,CA,NA,large_airport,45.322498,-75.669197
OUA,Ouagadougou Thomas Sankara International Airport,Ouagadougou,ouagadougou,BF,AF,large_airport,12.3532,-1.51242
AJN,Ouani Airport,Ouani,ouani,KM,AF,medium_airport,-12.131047,44.430044
OGX,Ain Beida Airport,Ouargla,ouargla,DZ,AF,medium_airport,31.9172,5.41278
OZZ,Ouarzazate International Airport,Ouarzazate,ouarzazate,MA,AF,large_airport,30.9391,-6.90943
BEM,Beni Mellal Airport,Oulad Yaich,oulad yaich,MA,AF,large_airport,32.401895,-6.315905
OUL,Oulu Airport,Oulu / Oulunsalo,oulu / oulunsalo,FI,EU,large_airport,64.930099,25.354601
UVE,Ouvéa Airport,Ouvéa,ouvea,NC,OC,medium_airport,-20.640932,166.573024
OWB,Owensboro Daviess County Airport,Owensboro,owensboro,US,NA,medium_airport,37.74010086,-87.16680145
QOW,Sam Mbakwe International Cargo Airport,Owerri,owerri,NG,AF,medium_airport,5.42706,7.20603
OYE,Oyem Airport,Oyem,oyem,GA,AF,medium_airport,1.5431100130081177,11.581399917602539
OZC,Labo Airport,Ozamiz,ozamiz,PH,AS,medium_airport,8.17851,123.842003
MMB,Memanbetsu Airport,Ōzora,ozora,JP,AS,medium_airport,43.8805999756,144.164001465
PDG,Minangkabau International Airport,Padang (Katapiang),padang (katapiang),ID,AS,medium_airport,-0.785964,100.280384
PAH,Barkley Regional Airport,Paducah,paducah,US,NA,medium_airport,37.06079864501953,-88.7738037109375
PAG,Pagadian Airport,Pagadian,pagadian,PH,AS,medium_airport,7.825632,123.459635
PGA,Page Municipal Airport,Page,page,US,NA,medium_airport,36.924234,-111.447716
PPG,Pago Pago International Airport,Pago Pago,pago pago,AS,OC,large_airport,-14.331,-170.710007
PKZ,Pakse International Airport,Pakse,pakse,LA,AS,large_airport,15.133973,105.779871
PLQ,Palanga International Airport,Palanga,palanga,LT,EU,large_airport,55.973202,21.093901
PKY,Tjilik Riwut Airport,Palangkaraya,palangkaraya,ID,AS,medium_airport,-2.227146,113.943388
PLM,Sultan Mahmud Badaruddin II Airport,Palembang,palembang,ID,AS,medium_airport,-2.897653,104.698147
PMO,Falcone–Borsellino Airport,Palermo,palermo,IT,EU,large_airport,38.175999,13.091
PSP,Palm Springs International Airport,Palm Springs,palm springs,US,NA,large_airport,33.8297,-116.507004
PMI,Palma de Mallorca Airport,Palma de Mallorca,palma de mallorca,ES,EU,large_airport,39.551701,2.73881
PMW,Brigadeiro Lysias Rodrigues Airport,Palmas,palmas,BR,SA,medium_airport,-10.2915,-48.356998
XPL,Palmerola International Airport,Palmerola,palmerola,HN,NA,large_airport,14.3824,-87.621201
PMR,Palmerston North Airport,Palmerston North,palmerston north,NZ,OC,medium_airport,-40.320599,175.617004
PLW,Mutiara - SIS Al-Jufrie Airport,Palu,palu,ID,AS,medium_airport,-0.916462,119.908647
PNA,Pamplona Airport,Pamplona,pamplona,ES,EU,medium_airport,42.77,-1.64633
ECP,Northwest Florida Beaches International Airport,Panama City Beach,panama city beach,US,NA,medium_airport,30.357106,-85.795414
PGK,Depati Amir Airport,Pangkal Pinang,pangkal pinang,ID,AS,medium_airport,-2.1622,106.139
TAG,Bohol-Panglao International Airport,Panglao,panglao,PH,AS,medium_airport,9.573045,123.770143
PNL,Pantelleria Airport,Pantelleria (TP),pantelleria (tp),IT,EU,medium_airport,36.816502,11.9689
PGH,Pantnagar Airport,Pantnagar,pantnagar,IN,AS,medium_airport,29.0334,79.473701
PZI,Panzhihua Bao'anying Airport,Panzhihua (Renhe),panzhihua (renhe),CN,AS,medium_airport,26.54,101.79852
PPT,Fa'a'ā International Airport,Papeete,papeete,PF,OC,large_airport,-17.553472,-149.606936
PFO,Paphos International Airport,Paphos,paphos,CY,AS,large_airport,34.717999,32.485699
PBO,Paraburdoo Airport,Paraburdoo,paraburdoo,AU,OC,medium_airport,-23.1711006165,117.745002747
LSP,Josefa Camejo International Airport,Paraguaná,paraguana,VE,SA,medium_airport,11.780775,-70.151497
PBM,Johan Adolf Pengel International Airport,Paramaribo,paramaribo,SR,SA,large_airport,5.45283,-55.187801
PRA,General Urquiza Airport,Parana,parana,AR,SA,medium_airport,-31.7948,-60.4804
CKS,Carajás Airport,Parauapebas,parauapebas,BR,SA,medium_airport,-6.117841,-50.003372
PED,Pardubice Airport,Pardubice,pardubice,CZ,EU,large_airport,50.015049,15.73981
CDG,Charles de Gaulle International Airport,Paris,paris,FR,EU,large_airport,49.00896,2.554117
PKB,Mid Ohio Valley Regional Airport,Parkersburg (Williamstown),parkersburg (williamstown),US,NA,medium_airport,39.3451,-81.439201
PKE,Parkes Airport,Parkes,parkes,AU,OC,medium_airport,-33.131401062,148.238998413
PMF,Parma Airport,Parma (PR),parma (pr),IT,EU,medium_airport,44.826351,10.29705
PHB,Parnaíba - Prefeito Doutor João Silva Filho International Airport,Parnaíba,parnaiba,BR,SA,medium_airport,-2.89375,-41.731998
EPU,Pärnu Airport,Pärnu,parnu,EE,EU,medium_airport,58.41899871826172,24.47279930114746
PBH,Paro International Airport,Paro,paro,BT,AS,large_airport,27.4032,89.424599
PSC,Tri Cities Airport,Pasco,pasco,US,NA,medium_airport,46.264702,-119.119003
PFB,Lauro Kurtz Airport,Passo Fundo,passo fundo,BR,SA,medium_airport,-28.243976,-52.32777
IXP,Pathankot Airport,Pathankot,pathankot,IN,AS,medium_airport,32.233611,75.634444
PAT,Jay Prakash Narayan Airport,Patna,patna,IN,AS,medium_airport,25.591299,85.087997
GPA,Patras Araxos Agamemnon Airport,Patras,patras,GR,EU,medium_airport,38.1511,21.4256
PUF,Pau Pyrénées Airport,Pau/Pyrénées (Uzein),pau/pyrenees (uzein),FR,EU,medium_airport,43.380001,-0.418611
PAV,Paulo Afonso Airport,Paulo Afonso,paulo afonso,BR,SA,medium_airport,-9.40088,-38.250599
PWQ,Pavlodar International Airport,Pavlodar,pavlodar,KZ,AS,large_airport,52.194982,77.073088
YPE,Peace River Airport,Peace River,peace river,CA,NA,medium_airport,56.226898,-117.446999
PEX,Pechora Airport,Pechora,pechora,RU,EU,medium_airport,65.121101,57.130798
PEV,Pécs-Pogány International Airport,Pécs,pecs,HU,EU,large_airport,45.988891,18.242044
PKU,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,Pekanbaru,pekanbaru,ID,AS,medium_airport,0.458647,101.444321
PLN,Pellston Regional Airport of Emmet County Airport,Pellston,pellston,US,NA,medium_airport,45.57089996,-84.79669952
PET,João Simões Lopes Neto International Airport,Pelotas,pelotas,BR,SA,medium_airport,-31.717189,-52.327796
POL,Pemba Airport,Pemba,pemba,MZ,AF,medium_airport,-12.993302,40.524867
PEN,Penang International Airport,Penang,penang,MY,AS,large_airport,5.296303,100.276185
PDT,Eastern Oregon Regional Airport at Pendleton,Pendleton,pendleton,US,NA,medium_airport,45.695099,-118.841003
PNS,Pensacola International Airport,Pensacola,pensacola,US,NA,large_airport,30.472718,-87.186639
YYF,Penticton Airport,Penticton,penticton,CA,NA,medium_airport,49.46310043334961,-119.60199737548828
PEZ,Penza Airport,Penza,penza,RU,EU,medium_airport,53.110599517822266,45.02109909057617
PIA,General Wayne A. Downing Peoria International Airport,Peoria,peoria,US,NA,medium_airport,40.663841,-89.692631
PEI,Matecaña International Airport,Pereira,pereira,CO,SA,medium_airport,4.81267,-75.7395
PMQ,Perito Moreno Jalil Hamer Airport,Perito Moreno,perito moreno,AR,SA,medium_airport,-46.537899,-70.978699
PEE,Perm International Airport,Perm,perm,RU,AS,large_airport,57.914501,56.021198
PGF,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan/Rivesaltes,perpignan/rivesaltes,FR,EU,medium_airport,42.740398,2.87067
PER,Perth International Airport,Perth,perth,AU,OC,large_airport,-31.94029998779297,115.96700286865234
PEG,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia (PG),perugia (pg),IT,EU,large_airport,43.095901,12.5132
PSR,Abruzzo Airport,Pescara,pescara,IT,EU,large_airport,42.431079,14.182981
PEW,Bacha Khan International Airport,Peshawar,peshawar,PK,AS,large_airport,33.9939,71.514603
YPQ,Peterborough Regional Airport,Peterborough,peterborough,CA,NA,medium_airport,44.232251,-78.362053
PSG,Petersburg James A Johnson Airport,Petersburg,petersburg,US,NA,medium_airport,56.80170059,-132.9450073
PNZ,Senador Nilo Coelho Airport,Petrolina,petrolina,BR,SA,medium_airport,-9.362422,-40.569098
PPK,Petropavl International Airport,Petropavl,petropavl,KZ,AS,large_airport,54.775622,69.187415
PKC,Yelizovo Airport,Petropavlovsk-Kamchatsky,petropavlovsk-kamchatsky,RU,AS,large_airport,53.168716,158.451068
PES,Petrozavodsk Airport,Petrozavodsk,petrozavodsk,RU,AS,medium_airport,61.885201,34.154701
PHW,Hendrik Van Eck Airport,Phalaborwa,phalaborwa,ZA,AF,medium_airport,-23.937200546299998,31.1553993225
PHL,Philadelphia International Airport,Philadelphia,philadelphia,US,NA,large_airport,39.871899,-75.241096
PHS,Phitsanulok Airport,Phitsanulok,phitsanulok,TH,AS,medium_airport,16.7829,100.278999
KTI,Techo International Airport,Phnom Penh,phnom penh,KH,AS,large_airport,11.359987,104.921272
PQC,Phú Quốc International Airport,Phu Quoc Island,phu quoc island,VN,AS,large_airport,10.169783,103.99353
HKT,Phuket International Airport,Phuket,phuket,TH,AS,large_airport,8.113257,98.3174
YPL,Pickle Lake Airport,Pickle Lake,pickle lake,CA,NA,medium_airport,51.4463996887207,-90.21420288085938
PIX,Pico Airport,Pico Island,pico island,PT,EU,medium_airport,38.554298,-28.441299
